 Writing video to: /home/p06lab/PHYS/AnimatedDrawings/video.gif
Render time: 8.05 seconds
         3171071 function calls (2964902 primitive calls) in 8.056 seconds

   Ordered by: cumulative time
   List reduced from 5619 to 1000 due to restriction <1000>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    46400    0.003    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ImagePalette.py:42(palette)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/ma/core.py:1(<module>)
      208    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:186(__init__)
      124    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
      935    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:291(setCConverter)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:560(__new__)
8422/8293    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
     2744    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/abc.py:96(__instancecheck__)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/cli.py:1(<module>)
      396    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:1812(_signature_bound_method)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/__init__.py:1(<module>)
     8501    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/_internal.py:1(<module>)
       93    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:195(_read_to_next_section)
      618    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/compat/_inspect.py:96(getargspec)
     3351    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
      168    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:1216(_crop)
       93    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:206(_read_sections)
      181    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:126(setOutput)
      339    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:2903(new)
      889    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:75(__setitem__)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/platformdirs/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/linalg/lapack.py:1(<module>)
    16611    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
      169    0.000    0.000    0.002    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/video_render_controller.py:86(_update)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/linear_model/_glm/__init__.py:3(<module>)
     4553    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
    21187    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
    10429    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      680    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/arrays/strings.py:17(from_param)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/socket.py:4(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/_monitor.py:30(__init__)
        1    0.000    0.000    0.002    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:567(_initialize_opengl_resources)
     8052    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:117(isComplexType)
      306    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_1_0.py:12(_f)
     5662    0.002    0.000    0.002    0.000 {method 'reset' of 'ContextVar' objects}
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/threading.py:834(start)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1(<module>)
        1    0.001    0.001    0.002    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/retargeter.py:231(scale_root_positions_for_character)
       43    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:625(cleandoc)
      408    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/deprecation.py:9(wrap)
     1117    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
     5662    0.002    0.000    0.002    0.000 {method 'set' of 'ContextVar' objects}
      171    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/shape_base.py:612(column_stack)
      101    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2551(fixup_namespace_packages)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/threading.py:540(wait)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/platform.py:3(<module>)
    12078    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/shape_base.py:1273(<genexpr>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/threading.py:270(wait)
      325    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/function_base.py:483(add_newdoc)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/fft/_basic.py:1(<module>)
      158    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:689(copy_with)
        6    0.002    0.000    0.002    0.000 {method 'acquire' of '_thread.lock' objects}
       66    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2437(_handle_ns)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/compat/py3k.py:1(<module>)
       37    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/baseplatform.py:386(load)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/linear_model/_glm/glm.py:1(<module>)
       15    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_bunch.py:33(_make_tuple_bunch)
       69    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/utils.py:333(disp_len)
    20179    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/shape_base.py:508(_expand_dims_dispatcher)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/linear_model/_least_angle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/arrays/arraydatatype.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/zipfile.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/metrics/cluster/_unsupervised.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/platformdirs/__init__.py:21(_set_platform_dir_class)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/_add_newdocs.py:1(<module>)
        4    0.001    0.000    0.002    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/constants/_codata.py:1503(parse_constants_2002to2014)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_pep440.py:1(<module>)
    16303    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/pathlib.py:1(<module>)
    24758    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
       34    0.000    0.000    0.002    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:26(__init__)
     4018    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:130(_realType)
 1418/371    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_parse.py:174(getwidth)
       69    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/utils.py:329(_text_width)
    27083    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/ARB/vboimplementation.py:1(<module>)
     1429    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/linalg/_basic.py:7(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/unittest/main.py:1(<module>)
     5616    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:867(__exit__)
     2645    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_base.py:291(nnz)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/platformdirs/unix.py:1(<module>)
       69    0.000    0.000    0.002    0.000 {built-in method builtins.sum}
       38    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/baseplatform.py:137(constructFunction)
      454    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:358(<genexpr>)
     4049    0.001    0.000    0.002    0.000 {built-in method builtins.all}
      126    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:3100(_get_metadata)
     4018    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:186(_assert_stacked_square)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/linear_model/_logistic.py:1(<module>)
       71    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_mstats_basic.py:1(<module>)
     1066    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2312(dist_factory)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_csr.py:1(<module>)
       85    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:802(__getitem__)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/linalg/_eigen/__init__.py:1(<module>)
      686    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/arrays/strings.py:10(dataPointer)
       89    0.000    0.000    0.002    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:17(__init__)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/version.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_minpack_py.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/tags.py:5(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:159(Version)
       30    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:218(_parse_param_list)
        1    0.000    0.000    0.002    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:142(cleanup)
     4013    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:107(get_linalg_error_extobj)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/metrics/pairwise.py:10(<module>)
        3    0.000    0.000    0.002    0.001 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/retargeter.py:155(_determine_projection_plane_normal)
        1    0.000    0.000    0.002    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:48(__init__)
       34    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:381(parse_block_sequence_entry)
      154    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:264(parse_block_node)
       17    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argwhere)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/importlib_resources/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/osmesa.py:1(<module>)
     5616    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:863(__enter__)
       28    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/fft/_basic.py:16(_dispatch)
      335    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/re.py:203(sub)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/jaraco/functools/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_4_5.py:1(<module>)
     2013    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/reader.py:99(forward)
       17    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:578(argwhere)
       28    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:174(generate_multimethod)
        1    0.000    0.000    0.002    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/video_render_controller.py:180(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/psutil/_common.py:5(<module>)
    19676    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geometry/base.py:228(_geom)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:1(<module>)
      168    0.002    0.000    0.002    0.000 {method 'crop' of 'ImagingCore' objects}
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/_version.py:7(<module>)
      677    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/hashlib.py:5(<module>)
      169    0.000    0.000    0.002    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/video_render_controller.py:83(_start_run_loop_iteration)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_pep440.py:285(Version)
       49    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/images.py:575(typedImageFunction)
     8527    0.002    0.000    0.002    0.000 {method 'insert' of 'list' objects}
       19    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:3223(_attach_methods)
       11    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/decorator.py:177(create)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/pointers.py:1(<module>)
      631    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:752(scan_to_next_token)
     2877    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:646(_is_dunder)
      169    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:3037(fromarray)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/shutil.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/integrate/_ivp/__init__.py:1(<module>)
     3172    0.002    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:100(__setattr__)
      324    0.001    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:1311(scan_plain_spaces)
       23    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:348(print_status)
     1429    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
       35    0.000    0.000    0.002    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/quaternions.py:122(identity)
     2744    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       17    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:487(_init_fn)
       62    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/images.py:514(setImageInput)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numerictypes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/svm/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/configparser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_levy_stable/__init__.py:4(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/ARB/separate_shader_objects.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/backports.py:1(<module>)
       27    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(where)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_3.py:1(<module>)
     4468    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
       28    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:307(get_defaults)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/externals/loky/backend/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/json/__init__.py:1(<module>)
       14    0.000    0.000    0.002    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/ma/core.py:115(doc_note)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/model_selection/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/pickle.py:1(<module>)
      412    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:2865(replace)
     9855    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2183(_sum_dispatcher)
     1390    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/_distutils_hack/__init__.py:82(find_spec)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geometry/geo.py:1(<module>)
     1580    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/reader.py:114(get_mark)
     1747    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      328    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:68(read_to_condition)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/more_itertools/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_4_0.py:1(<module>)
     7528    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        9    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/decorator.py:200(decorate)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/plistlib.py:1(<module>)
      518    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_sputils.py:238(isshape)
     4018    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:180(_assert_stacked_2d)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_lsq/__init__.py:1(<module>)
      169    0.001    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:139(clear_window)
     1074    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2303(<genexpr>)
     6968    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/utils.py:330(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/email/_parseaddr.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/integrate/_ivp/ivp.py:1(<module>)
      107    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:1662(has_metadata)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/ARB/imaging.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_3_3.py:1(<module>)
 1180/738    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:720(__hash__)
      169    0.000    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:80(get_world_transform)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/unittest/case.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/cv2/__init__.py:23(__load_extra_py_code_for_module)
        1    0.000    0.000    0.001    0.001 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/config.py:339(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/pool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/ma/extras.py:1(<module>)
     8223    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/shape_base.py:1263(<genexpr>)
