 Writing video to: /home/p06lab/PHYS/AnimatedDrawings/video.gif
Render time: 8.05 seconds
         3171071 function calls (2964902 primitive calls) in 8.056 seconds

   Ordered by: cumulative time
   List reduced from 5619 to 1000 due to restriction <1000>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.022    0.022 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/__init__.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geometry/base.py:1(<module>)
        2    0.000    0.000    0.022    0.011 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:3607(_call_aside)
        1    0.000    0.000    0.022    0.022 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:3624(_initialize_master_working_set)
     1327    0.004    0.000    0.021    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      172    0.000    0.000    0.021    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:113(get_joints_2D_positions)
     1117    0.004    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:1029(get_data)
     7726    0.020    0.000    0.020    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:72(compute_local_transform)
     1369    0.001    0.000    0.020    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:94(check_event)
        1    0.000    0.000    0.020    0.020 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/coords.py:1(<module>)
        1    0.000    0.000    0.020    0.020 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/utils/_joblib.py:1(<module>)
        1    0.000    0.000    0.020    0.020 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:129(from_file)
        1    0.000    0.000    0.020    0.020 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/config.py:63(__init__)
     2339    0.010    0.000    0.020    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:2342(norm)
        1    0.000    0.000    0.020    0.020 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/__init__.py:1(<module>)
        1    0.000    0.000    0.020    0.020 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_trustregion_constr/__init__.py:1(<module>)
        1    0.001    0.001    0.020    0.020 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:1(<module>)
        1    0.000    0.000    0.020    0.020 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py:1(<module>)
     6508    0.016    0.000    0.019    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
     7941    0.003    0.000    0.019    0.000 <__array_function__ internals>:177(dot)
        1    0.000    0.000    0.018    0.018 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_constraints.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/markers.py:5(<module>)
        1    0.000    0.000    0.018    0.018 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/testing/__init__.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/_parser.py:1(<module>)
        1    0.000    0.000    0.017    0.017 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:542(_initialize_vertices)
    59/23    0.000    0.000    0.017    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/composer.py:99(compose_sequence_node)
       14    0.000    0.000    0.017    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:685(add_entry)
        1    0.000    0.000    0.017    0.017 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/_tokenizer.py:1(<module>)
     4920    0.003    0.000    0.017    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geometry/base.py:208(__del__)
        1    0.000    0.000    0.017    0.017 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/jaraco/text/__init__.py:1(<module>)
      169    0.006    0.000    0.017    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:81(_update_shaders_view_transform)
        1    0.000    0.000    0.017    0.017 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/cv2/__init__.py:1(<module>)
        1    0.000    0.000    0.017    0.017 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/cv2/__init__.py:68(bootstrap)
     4920    0.004    0.000    0.017    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geometry/base.py:240(_set_geom)
      388    0.002    0.000    0.017    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_util.py:308(getfullargspec_no_self)
        1    0.000    0.000    0.017    0.017 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/measure/_marching_cubes_lewiner.py:1(<module>)
    39360    0.016    0.000    0.016    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geometry/base.py:245(__setattr__)
      528    0.006    0.000    0.016    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_compressed.py:136(check_format)
        1    0.016    0.016    0.016    0.016 {method 'query' of 'scipy.spatial._ckdtree.cKDTree' objects}
      170    0.001    0.000    0.016    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/vectors.py:96(perpendicular)
        1    0.000    0.000    0.016    0.016 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/measure/_marching_cubes_classic.py:1(<module>)
        1    0.000    0.000    0.016    0.016 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/measure/_regionprops.py:1(<module>)
     7945    0.016    0.000    0.016    0.000 {method 'astype' of 'numpy.ndarray' objects}
     2234    0.006    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
      216    0.001    0.000    0.016    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2292(find_on_path)
     3097    0.001    0.000    0.016    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:113(check_token)
        1    0.000    0.000    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:807(__init__)
        1    0.000    0.000    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:796(__init__)
        1    0.000    0.000    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:784(__init__)
        1    0.000    0.000    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:772(__init__)
        1    0.015    0.015    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:639(__init__)
      128    0.000    0.000    0.015    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_compile.py:598(_code)
     2315    0.001    0.000    0.015    0.000 <__array_function__ internals>:177(amin)
      171    0.000    0.000    0.015    0.000 <__array_function__ internals>:177(einsum)
        1    0.000    0.000    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/ndimage/__init__.py:1(<module>)
      340    0.013    0.000    0.015    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ImagePalette.py:51(colors)
    28582    0.015    0.000    0.015    0.000 {method 'reshape' of 'numpy.ndarray' objects}
    31693    0.006    0.000    0.015    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.015    0.015 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/parallel.py:1(<module>)
     1056    0.007    0.000    0.015    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_sputils.py:147(get_index_dtype)
198636/197283    0.014    0.000    0.015    0.000 {built-in method builtins.len}
     5209    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
39477/39371    0.009    0.000    0.015    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.014    0.014 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/spatial/__init__.py:1(<module>)
      171    0.000    0.000    0.014    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/einsumfunc.py:1009(einsum)
     5751    0.014    0.000    0.014    0.000 {built-in method posix.stat}
      447    0.000    0.000    0.014    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:3103(signature)
      171    0.014    0.000    0.014    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
  853/457    0.002    0.000    0.014    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:2218(_signature_from_callable)
     9601    0.004    0.000    0.014    0.000 <__array_function__ internals>:177(copy)
        1    0.000    0.000    0.014    0.014 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:30(__init__)
      447    0.000    0.000    0.014    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:2851(from_callable)
        1    0.004    0.004    0.014    0.014 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:468(_load_txtr)
        1    0.000    0.000    0.014    0.014 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/_parallel_backends.py:1(<module>)
     2363    0.001    0.000    0.013    0.000 <__array_function__ internals>:177(any)
     2429    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap>:376(cached)
        1    0.000    0.000    0.013    0.013 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/csgraph/__init__.py:1(<module>)
        1    0.000    0.000    0.013    0.013 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/multiarray.py:1(<module>)
      399    0.007    0.000    0.013    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/doccer.py:180(indentcount_lines)
        1    0.000    0.000    0.013    0.013 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:254(_process_frame_data)
  495/459    0.001    0.000    0.013    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:255(inner)
        1    0.000    0.000    0.013    0.013 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_1.py:1(<module>)
     9672    0.005    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      172    0.000    0.000    0.013    0.000 <__array_function__ internals>:177(vstack)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/jaraco/context.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/__init__.py:2(<module>)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/decomposition/_sparse_pca.py:1(<module>)
     2315    0.003    0.000    0.012    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2829(amin)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/overrides.py:1(<module>)
     34/1    0.000    0.000    0.012    0.012 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:280(_pose_ea_to_q)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/__init__.py:1(<module>)
       35    0.001    0.000    0.012    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/quaternions.py:127(from_euler_angles)
      172    0.000    0.000    0.012    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/shape_base.py:223(vstack)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/unittest/__init__.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/linear_model/__init__.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/_utils.py:3(<module>)
      707    0.011    0.000    0.012    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:1498(wrapper)
        1    0.000    0.000    0.012    0.012 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/linalg/_misc.py:1(<module>)
     4018    0.002    0.000    0.011    0.000 <__array_function__ internals>:177(atleast_1d)
 1202/128    0.004    0.000    0.011    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_compile.py:71(_compile)
      631    0.001    0.000    0.011    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:156(fetch_more_tokens)
        1    0.000    0.000    0.011    0.011 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/typing/__init__.py:1(<module>)
     1312    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
      127    0.001    0.000    0.011    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:674(_construct_argparser)
        1    0.000    0.000    0.011    0.011 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/signal/_ltisys.py:1(<module>)
   175032    0.011    0.000    0.011    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:198(get_children)
        1    0.000    0.000    0.011    0.011 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/externals/loky/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_discrete_distns.py:5(<module>)
        1    0.000    0.000    0.011    0.011 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:4(<module>)
     5662    0.005    0.000    0.011    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/contextlib.py:117(__exit__)
        1    0.000    0.000    0.011    0.011 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/config.py:461(__init__)
     1312    0.001    0.000    0.010    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/__init__.py:85(createFunction)
       16    0.000    0.000    0.010    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_axis_nan_policy.py:371(axis_nan_policy_decorator)
        1    0.000    0.000    0.010    0.010 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/_typing/__init__.py:1(<module>)
       19    0.000    0.000    0.010    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:3180(__init__)
     5666    0.003    0.000    0.010    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/contextlib.py:238(helper)
        1    0.000    0.000    0.010    0.010 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/loader.py:2(<module>)
        1    0.000    0.000    0.010    0.010 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/csgraph/_laplacian.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_4_3.py:1(<module>)
    21267    0.006    0.000    0.010    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:1398(<listcomp>)
        1    0.000    0.000    0.010    0.010 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/linalg/__init__.py:1(<module>)
      127    0.000    0.000    0.010    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:660(_attach_argparser_methods)
    16980    0.010    0.000    0.010    0.000 {built-in method numpy.zeros}
   161766    0.010    0.000    0.010    0.000 {method 'append' of 'list' objects}
      108    0.001    0.000    0.010    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:1966(_attach_methods)
     1312    0.007    0.000    0.010    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/baseplatform.py:313(nullFunction)
26058/720    0.008    0.000    0.009    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:208(get_transform_by_name)
     2363    0.002    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2333(any)
     1117    0.009    0.000    0.009    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/decomposition/_kernel_pca.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:643(_build_master)
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:629(__init__)
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/urllib/request.py:1(<module>)
      400    0.001    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2363(distributions_from_metadata)
    20179    0.007    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/shape_base.py:600(<listcomp>)
     4018    0.005    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:136(_commonType)
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_2_0.py:1(<module>)
      181    0.000    0.000    0.009    0.000 <__array_function__ internals>:177(cross)
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/linalg/blas.py:1(<module>)
      173    0.000    0.000    0.009    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/vectors.py:81(cross)
    11324    0.004    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
     1451    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:147(__enter__)
      181    0.003    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:1486(cross)
     5662    0.003    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/contextlib.py:108(__enter__)
      125    0.004    0.000    0.009    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/collections/__init__.py:313(namedtuple)
        1    0.000    0.000    0.009    0.009 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/unittest/async_case.py:1(<module>)
       16    0.000    0.000    0.009    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:563(__init__)
    20341    0.008    0.000    0.008    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.008    0.008 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/config.py:256(__init__)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/email/parser.py:5(<module>)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/externals/loky/reusable_executor.py:6(<module>)
      457    0.003    0.000    0.008    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:2124(_signature_from_function)
     1278    0.008    0.000    0.008    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/email/feedparser.py:5(<module>)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/ndimage/_interpolation.py:31(<module>)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/util/apply_parallel.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/externals/loky/process_executor.py:15(<module>)
      169    0.001    0.000    0.008    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/video_render_controller.py:171(process_frame)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/error.py:1(<module>)
       48    0.004    0.000    0.008    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:157(__new__)
      338    0.000    0.000    0.008    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:1177(copy)
     4018    0.005    0.000    0.008    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/shape_base.py:23(atleast_1d)
        1    0.000    0.000    0.008    0.008 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/controller.py:90(create_controller)
        1    0.000    0.000    0.008    0.008 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/_shared/utils.py:1(<module>)
       16    0.000    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:140(__init__)
      169    0.000    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:402(parse_indentless_sequence_entry)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:27(<module>)
        1    0.000    0.000    0.007    0.007 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:68(_prep_shaders)
     2529    0.004    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:511(_new)
       17    0.000    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:1010(wrap)
       17    0.000    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:807(_process_class)
        1    0.001    0.001    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/email/_policybase.py:1(<module>)
      507    0.006    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_compile.py:276(_optimize_charset)
     5666    0.006    0.000    0.007    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/contextlib.py:82(__init__)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/externals/loky/backend/utils.py:1(<module>)
      170    0.007    0.000    0.007    0.000 {cvtColor}
     2167    0.007    0.000    0.007    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:432(<listcomp>)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/__init__.py:26(_load)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/asyncio/__init__.py:1(<module>)
     2016    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
     1124    0.007    0.000    0.007    0.000 {method 'read' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.007    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:100(_initiatize_shader)
        1    0.000    0.000    0.007    0.007 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/_shared/utils.py:267(fixed_func)
      339    0.007    0.000    0.007    0.000 {method 'flush' of '_io.BufferedRandom' objects}
     2306    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/psutil/__init__.py:7(<module>)
        3    0.001    0.000    0.006    0.002 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/shaders/shader.py:33(__init__)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/measure/_find_contours.py:11(find_contours)
        6    0.000    0.000    0.006    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/extern/__init__.py:60(create_module)
        6    0.000    0.000    0.006    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/extern/__init__.py:38(load_module)
      204    0.001    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2896(from_location)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/special/__init__.py:1(<module>)
     9079    0.006    0.000    0.006    0.000 {method 'splitlines' of 'str' objects}
        2    0.006    0.003    0.006    0.003 {imread}
        7    0.000    0.000    0.006    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/ctypes/__init__.py:339(__init__)
      127    0.000    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:608(__init__)
      321    0.000    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:668(fetch_plain)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_4_1.py:1(<module>)
