 Writing video to: /home/p06lab/PHYS/AnimatedDrawings/video.gif
         9977517 function calls (9599287 primitive calls) in 19.864 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 deprecation.py:34(__init__)
       14    0.000    0.000    0.000    0.000 deprecation.py:37(__call__)
      456    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        7    0.000    0.000    0.000    0.000 deprecation.py:78(_decorate_fun)
        1    0.000    0.000    0.000    0.000 deprecation.py:8(deprecated)
      456    0.001    0.000    0.002    0.000 deprecation.py:9(wrap)
        7    0.000    0.000    0.000    0.000 deprecation.py:97(_decorate_property)
        1    0.000    0.000    0.000    0.000 det_curve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 det_curve.py:12(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:746(Differ)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 disk.py:1(<module>)
        1    0.000    0.000    0.005    0.005 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1644(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1671(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1697(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1722(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1747(MetricInfo)
       12    0.000    0.000    0.000    0.000 distance.py:1765(<lambda>)
        1    0.000    0.000    0.000    0.000 distance.py:1942(<dictcomp>)
       52    0.000    0.000    0.000    0.000 distance.py:1943(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
        1    0.000    0.000    0.080    0.080 distributions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        9    0.000    0.000    0.000    0.000 doccer.py:117(_doc)
       10    0.000    0.000    0.000    0.000 doccer.py:129(extend_notes_in_docstring)
      391    0.016    0.000    0.043    0.000 doccer.py:13(docformat)
       10    0.000    0.000    0.000    0.000 doccer.py:136(_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:153(replace_notes_in_docstring)
        3    0.000    0.000    0.000    0.000 doccer.py:160(_doc)
      399    0.007    0.000    0.012    0.000 doccer.py:180(indentcount_lines)
        1    0.000    0.000    0.000    0.000 doccer.py:205(filldoc)
       32    0.000    0.000    0.005    0.000 doccer.py:225(decorate)
        1    0.000    0.000    0.000    0.000 doccer.py:231(unindent_dict)
       14    0.000    0.000    0.000    0.000 doccer.py:239(unindent_string)
        9    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dop.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:23(<dictcomp>)
        1    0.000    0.000    0.001    0.001 dumper.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 enhanced_layouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entropy.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
      727    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       47    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
       47    0.004    0.000    0.007    0.000 enum.py:157(__new__)
       47    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       47    0.001    0.000    0.001    0.000 enum.py:200(<setcomp>)
      881    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
      134    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
     1853    0.001    0.000    0.004    0.000 enum.py:313(__call__)
      881    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       47    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        9    0.000    0.000    0.000    0.000 enum.py:389(__iter__)
      369    0.000    0.000    0.000    0.000 enum.py:393(<genexpr>)
       20    0.000    0.000    0.000    0.000 enum.py:398(__members__)
      997    0.001    0.000    0.001    0.000 enum.py:417(__setattr__)
       18    0.000    0.000    0.003    0.000 enum.py:430(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
       13    0.000    0.000    0.003    0.000 enum.py:483(_convert_)
       13    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
      161    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
       47    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
      112    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
      112    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
       47    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
     1835    0.000    0.000    0.001    0.000 enum.py:631(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:676(_generate_next_value_)
       47    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:735(__hash__)
      396    0.000    0.000    0.000    0.000 enum.py:748(name)
      881    0.001    0.000    0.002    0.000 enum.py:75(__setitem__)
      409    0.000    0.000    0.000    0.000 enum.py:753(value)
        3    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
       13    0.000    0.000    0.000    0.000 enum.py:932(__or__)
      128    0.000    0.000    0.001    0.000 enum.py:938(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
        3    0.000    0.000    0.000    0.000 enum.py:978(_decompose)
        3    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        1    0.000    0.000    0.000    0.000 equality_constrained_sqp.py:1(<module>)
        2    0.000    0.000    0.008    0.004 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:155(GLUError)
        1    0.000    0.000    0.000    0.000 error.py:158(GLUTError)
        1    0.000    0.000    0.000    0.000 error.py:160(EGLError)
        1    0.000    0.000    0.000    0.000 error.py:172(_ErrorChecker)
        1    0.000    0.000    0.000    0.000 error.py:181(__init__)
        1    0.000    0.000    0.000    0.000 error.py:19(Error)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
       34    0.000    0.000    0.000    0.000 error.py:195(__bool__)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
    10249    0.005    0.000    0.005    0.000 error.py:208(glCheckError)
        1    0.000    0.000    0.000    0.000 error.py:21(NoContext)
        1    0.000    0.000    0.000    0.000 error.py:29(CopyError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:39(NullFunctionError)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 error.py:42(GLError)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
     1580    0.000    0.000    0.000    0.000 error.py:6(__init__)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:13(ReadingError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:17(WKBReadingError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:21(WKTReadingError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:25(DimensionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:29(TopologicalError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:33(PredicateError)
        1    0.000    0.000    0.000    0.000 errors.py:37(ShapelyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(EmptyPartError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:48(GeometryTypeError)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(ShapelyError)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:58(InvalidGeometryError)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:9(UnsupportedGEOSVersionError)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
       97    0.000    0.000    0.000    0.000 events.py:22(__init__)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 events.py:31(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        5    0.000    0.000    0.000    0.000 events.py:37(__init__)
        1    0.000    0.000    0.000    0.000 events.py:4(<module>)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 events.py:42(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        5    0.000    0.000    0.000    0.000 events.py:46(__init__)
      102    0.000    0.000    0.000    0.000 events.py:5(__init__)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        5    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
      322    0.000    0.000    0.000    0.000 events.py:65(__init__)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:78(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 exceptional.py:1(<module>)
        2    0.000    0.000    0.000    0.000 exceptional.py:66(glMap2)
        2    0.000    0.000    0.000    0.000 exceptional.py:95(glMap1)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(SkipTestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:113(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(PositiveSpectrumWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(NotFittedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(ConvergenceWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 exceptions.py:49(DataConversionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(DataDimensionalityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(EfficiencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(FitFailedWarning)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:105(_TestingMemmappingExecutor)
        1    0.000    0.000    0.000    0.000 executor.py:23(MemmappingExecutor)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 explicit_uniform_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exposure.py:1(<module>)
       18    0.000    0.000    0.000    0.000 exposure.py:12(<genexpr>)
        1    0.000    0.000    0.000    0.000 extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:131(_GLQuerier)
        1    0.000    0.000    0.000    0.000 extensions.py:197(_GLUQuerier)
        1    0.000    0.000    0.000    0.000 extensions.py:215(_Alternate)
        1    0.000    0.000    0.000    0.000 extensions.py:83(ExtensionQuerier)
        2    0.000    0.000    0.000    0.000 extensions.py:92(__init__)
        1    0.000    0.000    0.000    0.000 extmath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 extmath.py:710(svd_flip)
        2    0.000    0.000    0.000    0.000 extmath.py:871(_safe_accumulator_op)
        1    0.000    0.000    0.000    0.000 extract.py:5(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1467(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.008    0.008 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 filter_design.py:5(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fir_filter_design.py:6(<module>)
        1    0.000    0.000    0.000    0.000 fit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fit.py:19(BaseModel)
        1    0.000    0.000    0.000    0.000 fit.py:216(CircleModel)
        1    0.000    0.000    0.000    0.000 fit.py:25(LineModelND)
        1    0.000    0.000    0.000    0.000 fit.py:358(EllipseModel)
        1    0.000    0.000    0.000    0.000 fitpack.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:5(<module>)
        1    0.000    0.000    0.003    0.003 fixes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fixes.py:107(_FuncWrapper)
        1    0.000    0.000    0.000    0.000 fixes.py:47(loguniform)
        1    0.000    0.000    0.000    0.000 flinalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 floor.py:10(Floor)
        1    0.000    0.000    0.000    0.000 floor.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        2    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formathandler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formathandler.py:8(FormatHandler)
        1    0.000    0.000    0.000    0.000 fourier.py:5(<module>)
        2    0.000    0.000    0.000    0.000 fragment_layer_viewport.py:1(<module>)
        2    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:1(<module>)
        2    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:12(_f)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
     1183    0.000    0.000    0.000    0.000 fromnumeric.py:1117(_argmax_dispatcher)
     1183    0.001    0.000    0.002    0.000 fromnumeric.py:1121(argmax)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1437(_squeeze_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1441(squeeze)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:1825(_nonzero_dispatcher)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:1829(nonzero)
    15168    0.002    0.000    0.002    0.000 fromnumeric.py:2118(_sum_dispatcher)
    15168    0.014    0.000    0.076    0.000 fromnumeric.py:2123(sum)
     2382    0.000    0.000    0.000    0.000 fromnumeric.py:2263(_any_dispatcher)
     2382    0.002    0.000    0.009    0.000 fromnumeric.py:2268(any)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2362(_all_dispatcher)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2367(all)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2633(_amax_dispatcher)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2638(amax)
     4524    0.001    0.000    0.001    0.000 fromnumeric.py:2758(_amin_dispatcher)
     4524    0.005    0.000    0.023    0.000 fromnumeric.py:2763(amin)
       45    0.000    0.000    0.000    0.000 fromnumeric.py:2928(_prod_dispatcher)
       45    0.000    0.000    0.000    0.000 fromnumeric.py:2933(prod)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:3123(_ndim_dispatcher)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:3127(ndim)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3216(_around_dispatcher)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3220(around)
     5361    0.001    0.000    0.001    0.000 fromnumeric.py:3317(_mean_dispatcher)
     5361    0.010    0.000    0.087    0.000 fromnumeric.py:3322(mean)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3730(round_)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:38(_wrapit)
     1236    0.001    0.000    0.002    0.000 fromnumeric.py:51(_wrapfunc)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:546(_swapaxes_dispatcher)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:550(swapaxes)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:597(_transpose_dispatcher)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:601(transpose)
    22130    0.026    0.000    0.087    0.000 fromnumeric.py:69(_wrapreduction)
    22130    0.008    0.000    0.008    0.000 fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 func_inspect.py:1(<module>)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:146(_flip_dispatcher)
        2    0.000    0.000    0.000    0.000 function_base.py:150(flip)
        4    0.000    0.000    0.000    0.000 function_base.py:1640(_trim_zeros)
        4    0.000    0.000    0.000    0.000 function_base.py:1644(trim_zeros)
       19    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:1951(vectorize)
      510    0.001    0.000    0.001    0.000 function_base.py:2103(__init__)
       19    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
       56    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
       20    0.000    0.000    0.000    0.000 function_base.py:422(asarray_chkfinite)
        1    0.000    0.000    0.000    0.000 function_base.py:4243(_meshgrid_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:4248(meshgrid)
        1    0.000    0.000    0.000    0.000 function_base.py:4360(<listcomp>)
        1    0.000    0.000    0.000    0.000 function_base.py:4373(<listcomp>)
      292    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      292    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
      292    0.000    0.000    0.002    0.000 function_base.py:475(add_newdoc)
        2    0.000    0.000    0.000    0.000 function_base.py:55(_rot90_dispatcher)
        2    0.000    0.000    0.000    0.000 function_base.py:59(rot90)
    19119    0.002    0.000    0.002    0.000 function_base.py:722(_copy_dispatcher)
    19119    0.004    0.000    0.012    0.000 function_base.py:726(copy)
     1083    0.002    0.000    0.004    0.000 functools.py:34(update_wrapper)
       14    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       13    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
     1023    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        5    0.000    0.000    0.000    0.000 functools.py:796(singledispatch)
        7    0.000    0.000    0.000    0.000 functools.py:814(dispatch)
        9    0.000    0.000    0.000    0.000 functools.py:837(register)
        2    0.000    0.000    0.000    0.000 functools.py:846(<lambda>)
        7    0.000    0.000    0.000    0.000 functools.py:870(wrapper)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
      199    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
      113    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        6    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
      398    0.000    0.000    0.001    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.002    0.002 geo.py:1(<module>)
        1    0.000    0.000    0.004    0.004 geos.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geos.py:236(_geos_version)
        4    0.000    0.000    0.000    0.000 geos.py:243(<genexpr>)
        4    0.000    0.000    0.000    0.000 geos.py:244(<genexpr>)
        2    0.000    0.000    0.000    0.000 geos.py:284(make_logging_callback)
        1    0.000    0.000    0.000    0.000 geos.py:308(WKTReader)
        1    0.000    0.000    0.000    0.000 geos.py:341(WKTWriter)
        1    0.000    0.000    0.000    0.000 geos.py:441(WKBReader)
        1    0.000    0.000    0.000    0.000 geos.py:484(WKBWriter)
     4919    0.001    0.000    0.001    0.000 geos.py:607(errcheck_predicate)
        1    0.000    0.000    0.000    0.000 geos.py:614(LGEOSBase)
        1    0.000    0.000    0.000    0.000 geos.py:621(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:633(LGEOS330)
        1    0.000    0.000    0.000    0.000 geos.py:639(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:643(<listcomp>)
        1    0.000    0.000    0.000    0.000 geos.py:766(LGEOS340)
        1    0.000    0.000    0.000    0.000 geos.py:772(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:778(LGEOS350)
        1    0.000    0.000    0.000    0.000 geos.py:784(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:790(LGEOS360)
        1    0.000    0.000    0.000    0.000 geos.py:796(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:801(LGEOS380)
        1    0.000    0.000    0.000    0.000 geos.py:807(__init__)
        2    0.000    0.000    0.000    0.000 get_program_binary.py:1(<module>)
        3    0.000    0.000    0.000    0.000 get_program_binary.py:12(_f)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        2    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:35(__init__)
       28    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:415(_init)
        1    0.000    0.000    0.000    0.000 getlimits.py:461(iinfo)
     4184    0.006    0.000    0.006    0.000 getlimits.py:514(__init__)
     2087    0.001    0.000    0.001    0.000 getlimits.py:525(min)
     2094    0.001    0.000    0.001    0.000 getlimits.py:538(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
        1    0.000    0.000    0.001    0.001 gettext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gettext.py:112(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gettext.py:254(NullTranslations)
        1    0.000    0.000    0.000    0.000 gettext.py:356(GNUTranslations)
        1    0.000    0.000    0.000    0.000 glget.py:1(<module>)
        1    0.000    0.000    0.002    0.002 glm.py:1(<module>)
