 Writing video to: /home/p06lab/PHYS/AnimatedDrawings/video.gif
         9977517 function calls (9599287 primitive calls) in 19.864 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _manylinux.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _manylinux.py:78(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 _map_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _map_array.py:61(ArrayMap)
        1    0.000    0.000    0.015    0.015 _marching_cubes_classic.py:1(<module>)
        1    0.000    0.000    0.015    0.015 _marching_cubes_lewiner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _marching_cubes_lewiner_luts.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _mask.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.003    0.003 _matfuncs.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _max_len_seq.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _measurements.py:31(<module>)
        1    0.000    0.000    0.001    0.001 _memmapping_reducer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:111(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:322(ArrayMemmapForwardReducer)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:517(TemporaryResourcesManager)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
     7528    0.043    0.000    0.094    0.000 _methods.py:162(_mean)
       11    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
       11    0.000    0.000    0.000    0.000 _methods.py:42(_amin)
        2    0.000    0.000    0.000    0.000 _methods.py:46(_sum)
        5    0.000    0.000    0.000    0.000 _methods.py:54(_any)
      398    0.000    0.000    0.001    0.000 _methods.py:60(_all)
     7528    0.017    0.000    0.020    0.000 _methods.py:66(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.017    0.017 _minimize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _misc.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _misc.py:181(_datacopied)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 _moments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.046    0.046 _montage.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _morestats.py:2261(_ABW)
        1    0.000    0.000    0.000    0.000 _morestats.py:2267(__init__)
        1    0.000    0.000    0.000    0.000 _morestats.py:4049(DirectionalStats)
        1    0.000    0.000    0.000    0.000 _morphology.py:31(<module>)
        1    0.000    0.000    0.002    0.002 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiprocessing_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1032(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:115(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1255(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1413(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1519(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1676(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1738(wishart_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1850(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:203(multi_rv_generic)
       14    0.000    0.000    0.000    0.000 _multivariate.py:208(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2354(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:237(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2483(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2588(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:287(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2903(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3012(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3117(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3345(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3402(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3476(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3566(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3596(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3663(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3722(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3752(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3828(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:384(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3975(random_correlation_frozen)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4019(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4078(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4138(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4203(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4275(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4532(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4628(multivariate_hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4741(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5035(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5081(random_table_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5148(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5436(random_table_frozen)
        9    0.000    0.000    0.000    0.000 _multivariate.py:5502(_docfill)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5516(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5582(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5646(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:788(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:933(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _musllinux.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _musllinux.py:16(_MuslVersion)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.001    0.001 _nmf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nmf.py:1158(NMF)
        1    0.000    0.000    0.000    0.000 _nmf.py:1773(MiniBatchNMF)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _nonlin.py:111(_set_doc)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1137(DiagBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1205(LinearMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1251(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1314(KrylovJacobian)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1516(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1528(<listcomp>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1531(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:26(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:310(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:374(Jacobian)
        1    0.000    0.000    0.001    0.001 _nonlin.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:442(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:557(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:583(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _nonlin.py:803(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _nonlin.py:917(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _nonlin.py:981(Anderson)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _null.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:175(OddsRatioResult)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1038(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1110(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1197(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1238(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:593(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:760(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:775(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:11(ODEintWarning)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _omp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _omp.py:591(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 _omp.py:867(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _opaque.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _opaque.py:12(address)
        6    0.000    0.000    0.000    0.000 _opaque.py:18(__hash__)
        2    0.000    0.000    0.000    0.000 _opaque.py:21(opaque_pointer_cls)
        1    0.000    0.000    0.000    0.000 _opaque.py:5(_Opaque)
        1    0.000    0.000    0.000    0.000 _opaque.py:7(_opaque_pointer)
        3    0.000    0.000    0.000    0.000 _opaque.py:9(from_param)
        1    0.000    0.000    0.000    0.000 _optimize.py:1140(_LineSearchError)
        1    0.000    0.000    0.000    0.000 _optimize.py:134(OptimizeResult)
        1    0.000    0.000    0.001    0.001 _optimize.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _optimize.py:212(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:2316(Brent)
        1    0.000    0.000    0.000    0.000 _optimize.py:3718(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _optimize.py:553(_MaxFuncCallError)
        1    0.000    0.000    0.000    0.000 _optimize.py:57(MemoizeJac)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:409(_PageL)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(__init__)
        1    0.000    0.000    0.013    0.013 _parallel_backends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:208(SequentialBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:242(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:29(ParallelBackendBase)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:292(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:401(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:442(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:524(LokyBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:627(FallbackToBackend)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:205(AddrlistClass)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:506(AddressList)
        1    0.000    0.000    0.018    0.018 _parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:13(Node)
        1    0.000    0.000    0.000    0.000 _parser.py:27(Variable)
        1    0.000    0.000    0.000    0.000 _parser.py:32(Value)
        1    0.000    0.000    0.000    0.000 _parser.py:37(Op)
        1    0.000    0.000    0.000    0.000 _parser.py:52(ParsedRequirement)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:303(PassiveAggressiveRegressor)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:9(PassiveAggressiveClassifier)
        1    0.000    0.000    0.000    0.000 _pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pca.py:116(PCA)
        2    0.000    0.000    0.000    0.000 _pca.py:361(__init__)
        2    0.000    0.000    0.001    0.000 _pca.py:384(fit)
        2    0.000    0.000    0.001    0.000 _pca.py:445(_fit)
        2    0.000    0.000    0.001    0.000 _pca.py:491(_fit_full)
        1    0.000    0.000    0.114    0.114 _peak_finding.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pep440.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _perceptron.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _perceptron.py:7(Perceptron)
        1    0.000    0.000    0.003    0.003 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.166    0.166 _polygon.py:1(<module>)
        1    0.081    0.081    0.098    0.098 _polygon.py:5(approximate_polygon)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polyint.py:143(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _polyint.py:17(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 _polyint.py:222(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _polyint.py:508(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 _polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial.py:30(PolynomialFeatures)
        1    0.000    0.000    0.000    0.000 _polynomial.py:516(SplineTransformer)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:121(IOPriority)
        1    0.000    0.000    0.000    0.000 _pslinux.py:1258(RootFsDeviceFinder)
       35    0.000    0.000    0.000    0.000 _pslinux.py:1709(wrap_exceptions)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1732(Process)
        1    0.000    0.000    0.000    0.000 _pslinux.py:264(set_scputimes_ntuple)
        1    0.000    0.000    0.000    0.000 _pslinux.py:345(<listcomp>)
        1    0.000    0.000    0.003    0.003 _pslinux.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:611(cpu_times)
        1    0.000    0.000    0.000    0.000 _pslinux.py:623(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:627(per_cpu_times)
       20    0.000    0.000    0.000    0.000 _pslinux.py:641(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:814(_Ipv6UnsupportedError)
        1    0.000    0.000    0.000    0.000 _pslinux.py:818(NetConnections)
        1    0.000    0.000    0.000    0.000 _pslinux.py:830(__init__)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _psposix.py:66(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1024(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _qmc.py:1301(Sobol)
        1    0.000    0.000    0.000    0.000 _qmc.py:1638(PoissonDisk)
        1    0.000    0.000    0.000    0.000 _qmc.py:1962(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:2119(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:604(QMCEngine)
        1    0.000    0.000    0.000    0.000 _qmc.py:884(Halton)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1174(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1187(_OptFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:26(_copy_func)
        1    0.000    0.000    0.000    0.000 _quadrature.py:52(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:67(cache_decorator)
        1    0.000    0.000    0.000    0.000 _quantile.py:18(QuantileRegressor)
        1    0.000    0.000    0.000    0.000 _quantile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _ranking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ransac.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _ransac.py:54(RANSACRegressor)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:134(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.018    0.018 _regionprops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _regionprops.py:1297(_parse_docs)
        1    0.000    0.000    0.000    0.000 _regionprops.py:1304(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _regionprops.py:1309(_install_properties_docs)
        1    0.000    0.000    0.000    0.000 _regionprops.py:1312(<listcomp>)
       14    0.000    0.000    0.000    0.000 _regionprops.py:207(_cached)
        6    0.000    0.000    0.000    0.000 _regionprops.py:221(only2d)
        1    0.000    0.000    0.000    0.000 _regionprops.py:274(RegionProperties)
        1    0.000    0.000    0.000    0.000 _regionprops_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regular_grid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:20(RelativeRiskResult)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _resampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:48(RegularGridInterpolator)
        1    0.000    0.000    0.001    0.001 _ridge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ridge.py:1133(_RidgeClassifierMixin)
        1    0.000    0.000    0.000    0.000 _ridge.py:1219(RidgeClassifier)
        1    0.000    0.000    0.000    0.000 _ridge.py:1461(_X_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _ridge.py:1494(_XT_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _ridge.py:1528(_IdentityRegressor)
        1    0.000    0.000    0.000    0.000 _ridge.py:1538(_IdentityClassifier)
        1    0.000    0.000    0.000    0.000 _ridge.py:1552(_RidgeGCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:2085(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:2207(RidgeCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:2351(RidgeClassifierCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:774(_BaseRidge)
        1    0.000    0.000    0.000    0.000 _ridge.py:910(Ridge)
        1    0.000    0.000    0.003    0.003 _root.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.006    0.006 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _sag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _savitzky_golay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scorer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scorer.py:144(_BaseScorer)
       53    0.000    0.000    0.000    0.000 _scorer.py:145(__init__)
        1    0.000    0.000    0.000    0.000 _scorer.py:232(_PredictScorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:270(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:318(_ThresholdScorer)
       53    0.000    0.000    0.000    0.000 _scorer.py:589(make_scorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:761(_DeprecatedScorers)
        1    0.000    0.000    0.000    0.000 _scorer.py:81(_MultimetricScorer)
        1    0.000    0.000    0.000    0.000 _search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _search.py:1021(GridSearchCV)
        1    0.000    0.000    0.000    0.000 _search.py:1382(RandomizedSearchCV)
        1    0.000    0.000    0.000    0.000 _search.py:202(ParameterSampler)
        7    0.000    0.000    0.000    0.000 _search.py:348(_estimator_has)
        1    0.000    0.000    0.000    0.000 _search.py:372(BaseSearchCV)
        1    0.000    0.000    0.000    0.000 _search.py:49(ParameterGrid)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1541(LMapCache)
        1    0.000    0.000    0.000    0.000 _shgo.py:453(SHGO)
        1    0.000    0.000    0.000    0.000 _show_versions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _signaltools.py:4(<module>)
        1    0.000    0.000    0.022    0.022 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _sparse_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:16(SparsePCA)
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:252(MiniBatchSparsePCA)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spectral_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:36(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 _split.py:1(<module>)
